,base_market,quote_market,hedge_ratio,half_life
393,APE-USD,TRUMP-USD,-0.018642899764999048,16.692985367015606
394,APE-USD,BLAST-USD,24.155369509237012,19.125953001994077
395,APE-USD,SC-USD,-17.969006170572566,18.623968628855696
396,APE-USD,BOME-USD,6.999351333983119,16.99875871450306
397,APE-USD,USA-USD,3877.931094119751,19.550069009053253
398,APE-USD,PONKE-USD,0.331321728116397,17.14301512786683
399,APE-USD,MEW-USD,-13.29320661973115,18.04614568491774
400,APE-USD,BNB-USD,0.0011567125101981973,20.99089686954982
401,APE-USD,DAI-USD,-1.18078904883069,18.861894199219684
402,APE-USD,KAS-USD,-0.22535621699581823,19.125953001994056
403,APE-USD,XMR-USD,-0.0014668555541312149,17.237124851852332
404,APE-USD,HBAR-USD,0.47442562530273263,19.262998770059934
405,APE-USD,VET-USD,-7.586165388914592,16.84700984221495
406,APE-USD,TAO-USD,7.985815663751187e-05,19.376065299064162
407,APE-USD,AR-USD,-0.0012964744623975043,18.861894199220202
408,APE-USD,THETA-USD,-0.0687654024572662,19.34189595972822
409,APE-USD,FTM-USD,-0.5669488616185844,19.234225935333885
410,APE-USD,RUNE-USD,0.10970177455974733,11.811128621005924
411,APE-USD,NOT-USD,-5.574069156688168,19.359435002865407
412,APE-USD,TRUMPWIN-USD,0.18786172611959756,19.1388790454087
413,APE-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-180823.49675098847,17.769869868882086
414,APE-USD,TRY-USD,-36.323119013404174,17.014087666514165
415,ARB-USD,SUI-USD,-0.005939041648436361,18.418857527107097
416,ARB-USD,TIA-USD,0.018612629499560066,21.583975513459617
417,ARB-USD,DEGEN-USD,-0.21328348747730685,19.01546682414401
418,ARB-USD,TRUMP-USD,0.01266698869587118,18.65076366582869
419,ARB-USD,TREMP-USD,-0.07964764112581414,17.85291407690663
420,ARB-USD,BLAST-USD,-44.75580639516026,17.539673468879318
421,ARB-USD,IO-USD,0.05113266381669527,14.718377969969339
422,ARB-USD,SC-USD,-13.852352450819222,17.22329855932766
423,ARB-USD,BOME-USD,4.128894876406617,16.879163264621837
424,ARB-USD,USA-USD,4102.720135929891,18.149620768278524
425,ARB-USD,PONKE-USD,0.1673504532471432,17.34248744308849
426,ARB-USD,MEW-USD,15.068324270037884,17.734852792345833
427,ARB-USD,BNB-USD,0.0004226021196610817,21.93198902181073
428,ARB-USD,KAS-USD,0.41754688182072286,17.539673468879307
429,ARB-USD,XMR-USD,-0.00015933143856509106,18.742658925776016
430,ARB-USD,STX-USD,0.21862589893456635,18.045875909436095
431,ARB-USD,WIF-USD,0.018078980260194236,20.890198543526196
432,ARB-USD,IMX-USD,-0.04877668518994849,18.731052315002067
433,ARB-USD,VET-USD,5.217042662235304,18.19600844495846
434,ARB-USD,TAO-USD,9.660848659080243e-05,17.503562778812626
435,ARB-USD,THETA-USD,-0.08331770266695532,17.46346857283703
436,ARB-USD,FTM-USD,-0.6900731327438628,17.314180836502715
437,ARB-USD,RUNE-USD,0.05885292479106071,23.141983263090097
438,ARB-USD,NOT-USD,-6.750255749267326,17.481756137860277
439,ARB-USD,FLR-USD,13.123317671805886,17.9126826685939
440,ARB-USD,EGO-USD,-0.38301744464658327,18.859027999990026
441,ARB-USD,TRUMPWIN-USD,-0.012920162073496222,18.904756465998368
442,ARB-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-117876.82899460942,16.99779183113171
443,ARB-USD,TRY-USD,46.517833318507314,17.394993426244827
444,LDO-USD,OP-USD,0.6272565047561027,19.558335638657443
445,LDO-USD,PEPE-USD,91603.81419392437,15.000379677118136
446,LDO-USD,SEI-USD,1.424762236137962,20.455954046224942
447,LDO-USD,SHIB-USD,48486.79115904945,22.761748285923627
448,LDO-USD,SUI-USD,0.07203355886486687,21.345775141575597
449,LDO-USD,TIA-USD,0.0734496754876949,22.147847710444136
450,LDO-USD,BONK-USD,38281.63703246626,14.951431015465829
451,LDO-USD,DEGEN-USD,0.43419408093462075,20.723887741273337
452,LDO-USD,TRUMP-USD,0.009407428822260637,21.629880965876048
453,LDO-USD,TREMP-USD,-0.1994607783918926,21.384775522372703
454,LDO-USD,BLAST-USD,-24.247715567888452,21.45501548107741
455,LDO-USD,IO-USD,0.11257827097103795,19.377323042691284
456,LDO-USD,SC-USD,-46.980707070497154,18.931388226353807
457,LDO-USD,BOME-USD,15.605548004421163,18.081449320753357
458,LDO-USD,USA-USD,11630.81725236714,20.280772875079908
459,LDO-USD,PONKE-USD,0.6852141779579268,18.152868260613907
460,LDO-USD,MEW-USD,10.949489675489989,21.581922213308015
461,LDO-USD,BNB-USD,0.0017540729156990138,23.08285394709412
462,LDO-USD,KAS-USD,0.22621775456919063,21.455015481077393
463,LDO-USD,XMR-USD,-0.0019335480540808208,19.911097307477775
464,LDO-USD,HBAR-USD,-7.449170633661346,19.57417100693069
465,LDO-USD,WIF-USD,0.11944964907288286,22.584863167443384
466,LDO-USD,IMX-USD,-0.3008600881247615,21.005732449039908
467,LDO-USD,VET-USD,6.82179771951444,21.477505681664592
468,LDO-USD,INJ-USD,0.054402137604814986,6.345953641270423
469,LDO-USD,TAO-USD,0.000266551469058291,19.910161348587017
470,LDO-USD,FLOKI-USD,7602.446912205523,14.251576706658739
471,LDO-USD,THETA-USD,-0.230310442013204,19.864197647270526
472,LDO-USD,FTM-USD,-1.922873444784203,19.72215189556531
473,LDO-USD,AAVE-USD,0.006254934361269884,19.44573949291634
474,LDO-USD,RUNE-USD,0.19398341234150657,21.33769368326112
475,LDO-USD,NOT-USD,-18.640217078021536,19.886473715878246
476,LDO-USD,FLR-USD,9.920188471536031,21.999578689514625
477,LDO-USD,STRK-USD,2.1030479376646714,22.795914728110347
478,LDO-USD,EGO-USD,-23.664245548099657,21.177152135675133
479,LDO-USD,TRUMPWIN-USD,0.17911524457893574,20.779960831443912
480,LDO-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-437302.40890866006,18.130841032657763
481,LDO-USD,TRY-USD,57.13849909840036,21.97767733328087
482,OP-USD,FLOKI-USD,9967.87978818602,12.638041681256464
483,PEPE-USD,IMX-USD,-7.949137870233501e-06,21.6838787588088
484,PEPE-USD,GRT-USD,7.20898811208997e-05,8.395860962257647
485,PEPE-USD,FLOKI-USD,0.07367963252127296,7.853464447489423
486,PEPE-USD,EGO-USD,-0.0011193516126580074,22.122943237533562
487,SEI-USD,STRK-USD,1.0774355813379732,10.468180853306011
488,SHIB-USD,TIA-USD,1.2480882731612872e-06,12.625620231206412
489,SHIB-USD,XMR-USD,-5.6920438890777775e-08,14.53094192092799
490,SHIB-USD,GRT-USD,7.87397516376788e-05,12.99778668283302
491,SHIB-USD,RUNE-USD,3.017017399554761e-06,7.331598728481091
492,XRP-USD,DEGEN-USD,1.2009330020353164,19.7181028529481
493,XRP-USD,MOG-USD,-20588103.016342044,20.95562625927665
494,XRP-USD,DAI-USD,6.800765009361129,21.390208800498705
495,XRP-USD,HBAR-USD,-4.09356057624162,21.96033561849352
496,XRP-USD,AR-USD,0.007467056175818906,21.390208800498787
497,XRP-USD,FLOW-USD,2.06267515299158,13.128359887334064
498,BONK-USD,HBAR-USD,-0.00020881691381058584,14.965594510176764
499,BONK-USD,INJ-USD,1.1260650980429394e-06,9.571272657872987
500,DEGEN-USD,MOG-USD,1693331.5630275384,10.283259395331475
501,DEGEN-USD,TRUMP-USD,0.003359956928520472,9.898440747752893
502,DEGEN-USD,TREMP-USD,-0.027273556598338824,9.303931596300929
503,DEGEN-USD,ZRO-USD,0.006237572178217946,9.728951868164124
504,DEGEN-USD,ZK-USD,-0.23099675241318082,10.581853925236313
505,DEGEN-USD,BLAST-USD,-7.354491640355127,10.146672749179116
506,DEGEN-USD,DJT-USD,501.2392189546681,9.448085432695658
507,DEGEN-USD,IO-USD,-0.0015738650201317596,10.520307919479375
508,DEGEN-USD,SC-USD,1.2752544916671218,10.451636456672174
509,DEGEN-USD,BOME-USD,-0.3631981709673067,10.454013255489734
510,DEGEN-USD,USA-USD,-516.4342584743054,10.445236444875048
511,DEGEN-USD,PONKE-USD,-0.01896427219851812,10.431733635475332
512,DEGEN-USD,MEW-USD,3.0352709197916057,9.951605967807334
513,DEGEN-USD,MICHI-USD,-0.06633634002527325,9.486193775197883
514,DEGEN-USD,BNB-USD,-0.00012820240041099462,9.731203438550407
515,DEGEN-USD,TON-USD,0.003029496556998071,10.347063017024082
516,DEGEN-USD,DAI-USD,0.9969249785201326,8.712882874832918
517,DEGEN-USD,KAS-USD,0.06861333308786377,10.146672749179102
518,DEGEN-USD,ICP-USD,-0.00012004633795237459,10.547935111027197
519,DEGEN-USD,XMR-USD,0.00011778785446236939,10.380655328685876
520,DEGEN-USD,RENDER-USD,0.002906112952155774,9.959710569461635
521,DEGEN-USD,HBAR-USD,-0.5308749525975198,9.412475282417317
522,DEGEN-USD,OKB-USD,-0.0004256590785350115,10.37745314248431
523,DEGEN-USD,STX-USD,-0.01834588789356025,10.282449838824574
524,DEGEN-USD,WIF-USD,-0.004819135962883803,10.411034141799336
525,DEGEN-USD,IMX-USD,-0.02367802531521869,10.548048891869232
526,DEGEN-USD,VET-USD,1.6796463933879122,9.598143318256618
527,DEGEN-USD,INJ-USD,3.3300666215755356e-05,10.527463741164043
528,DEGEN-USD,GRT-USD,-0.14493179206061518,10.435791111792987
529,DEGEN-USD,TAO-USD,-8.82749318600806e-06,10.468543352553553
530,DEGEN-USD,AR-USD,0.0010945966824964727,8.7128828748331
531,DEGEN-USD,FLOKI-USD,-95.84780406228367,10.619803901406604
532,DEGEN-USD,THETA-USD,0.007668458054901015,10.468058822517877
533,DEGEN-USD,FTM-USD,0.0651967419127853,10.465816514963935
534,DEGEN-USD,AAVE-USD,-0.00012641262188402296,10.317292109992508
535,DEGEN-USD,RUNE-USD,-0.008403271283062435,9.757448841781653
536,DEGEN-USD,ALGO-USD,-0.0541837632759735,10.576677274679158
537,DEGEN-USD,NOT-USD,0.6189348653092503,10.46827487320959
538,DEGEN-USD,QNT-USD,-4.002705876569213e-05,10.555956858808063
539,DEGEN-USD,FLR-USD,-1.6108812367827834,10.38562037187239
540,DEGEN-USD,FLOW-USD,-0.16720112218487726,10.04471556872361
541,DEGEN-USD,STRK-USD,-0.04581218447172422,10.393134127638406
542,DEGEN-USD,ENS-USD,-0.0008039176747854937,10.51077379312605
543,DEGEN-USD,EGO-USD,-3.7757736097570618,10.579336721436912
544,DEGEN-USD,TRUMPWIN-USD,-0.04055925018978018,10.202829324583522
545,DEGEN-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",10892.532520670617,10.444700807167717
546,DEGEN-USD,TRY-USD,7.773368874270581,9.934400742783671
547,MOG-USD,TRUMP-USD,-3.009286695729079e-10,7.567159261846763
548,MOG-USD,TREMP-USD,2.4557610549754555e-09,7.44426597073511
549,MOG-USD,ZRO-USD,-1.468017399530683e-09,6.903663789062985
550,MOG-USD,ZK-USD,-4.3868179445299905e-08,7.183679370826738
551,MOG-USD,BLAST-USD,6.586921891571471e-07,7.600537680599206
552,MOG-USD,DJT-USD,7.002432840173015e-05,6.930985395637876
553,MOG-USD,IO-USD,-4.460421618434079e-10,7.578897150871998
554,MOG-USD,SC-USD,-1.1421593958128527e-07,7.617661670732323
555,MOG-USD,BOME-USD,3.252920936346928e-08,7.6157298204985455
556,MOG-USD,USA-USD,3.8960004087187396e-05,7.60908180909956
557,MOG-USD,PONKE-USD,1.6985018925884543e-09,7.615294118031678
558,MOG-USD,MEW-USD,-2.718487347062756e-07,7.586607412786701
559,MOG-USD,MICHI-USD,5.941298347812476e-09,7.357891052149191
560,MOG-USD,TON-USD,-2.5757547385641195e-09,6.348282692412117
561,MOG-USD,DAI-USD,-8.928784321705787e-08,7.426086836960477
562,MOG-USD,KAS-USD,-6.145233251607965e-09,7.60053768059917
563,MOG-USD,ICP-USD,-1.2151567921040006e-09,6.165249154819966
564,MOG-USD,XMR-USD,-1.0549463308409624e-11,7.612249399096982
565,MOG-USD,RENDER-USD,-1.1459857537703231e-09,6.442588275864068
566,MOG-USD,HBAR-USD,4.754688723497043e-08,7.525003667932885
567,MOG-USD,OKB-USD,5.070314424248916e-10,4.971529706241106
568,MOG-USD,STX-USD,-2.175471012210115e-09,7.411201181852396
569,MOG-USD,WIF-USD,-7.148677017570517e-11,7.624920492998506
570,MOG-USD,IMX-USD,-3.445639395784976e-09,7.569447154676563
571,MOG-USD,VET-USD,-1.0743528338337034e-07,7.568319555503082
572,MOG-USD,INJ-USD,-2.96588811914746e-10,6.308448025438734
573,MOG-USD,GRT-USD,-2.6593386489658182e-08,7.467088758158221
574,MOG-USD,TAO-USD,7.906189979969789e-13,7.6167143063267755
575,MOG-USD,AR-USD,-9.803563866749534e-11,7.426086836961199
576,MOG-USD,FLOKI-USD,-3.3937653238720146e-05,7.222990262953931
577,MOG-USD,THETA-USD,-6.868120423025503e-10,7.616437097569728
578,MOG-USD,FTM-USD,-5.839232234710657e-09,7.614800828965793
579,MOG-USD,AAVE-USD,-2.048235243490435e-11,7.443588439767635
580,MOG-USD,RUNE-USD,-6.227636674121347e-10,7.567522112322836
581,MOG-USD,ALGO-USD,-8.785735180315748e-08,6.509347213844319
582,MOG-USD,NOT-USD,-5.5433819400630593e-08,7.616569046300833
583,MOG-USD,FLR-USD,-1.1251906579746818e-07,7.591219506760234
584,MOG-USD,ENS-USD,-4.4735201653016356e-10,6.863502253642958
585,MOG-USD,EGO-USD,-6.749021881238642e-07,7.548715004616044
586,MOG-USD,TRUMPWIN-USD,3.6326183514121397e-09,7.603448988282694
587,MOG-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-0.0009755706366105267,7.615810961782393
588,MOG-USD,TRY-USD,-6.96208196473063e-07,7.571317525558135
589,TRUMP-USD,OKB-USD,-0.3575073670199609,10.186843406553582
590,TREMP-USD,VET-USD,-53.11214993969541,9.195788006164552
591,ZRO-USD,MICHI-USD,-3.229836979749016,10.680618510449278
592,ZRO-USD,QNT-USD,0.044781916847659586,9.156716420187143
593,ZK-USD,BOME-USD,1.2270546539964753,13.17466593991934
594,ZK-USD,PONKE-USD,0.0625922799999997,12.739118968366155
595,ZK-USD,MEW-USD,-2.0555996090171176,14.237490083655162
596,ZK-USD,XMR-USD,-0.00030325224334558246,12.797643610071097
597,ZK-USD,WIF-USD,0.018053816035560152,11.798321695100437
598,ZK-USD,VET-USD,-0.9258611277958757,14.119138742418029
599,ZK-USD,GRT-USD,0.5955536952887762,10.793383123738133
600,ZK-USD,STRK-USD,0.18676206695042835,9.65956322851438
601,ZK-USD,TRUMPWIN-USD,0.050774765787438655,14.000514583105694
602,ZK-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-33898.00440295098,13.564998084532496
603,ZK-USD,TRY-USD,-4.619077935879201,14.09861971895091
604,BLAST-USD,DJT-USD,-23.29030618100216,20.24052205954904
605,DJT-USD,MEW-USD,0.004759948487519282,12.933104222920239
606,DJT-USD,BNB-USD,-1.652204079526442e-07,13.4037347097306
607,DJT-USD,KAS-USD,0.00014838344719550478,11.527741661545866
608,DJT-USD,XMR-USD,2.5472844848547507e-07,17.45052864927449
609,DJT-USD,WIF-USD,-1.0469572396426113e-05,15.233629645470533
610,DJT-USD,IMX-USD,7.096376642130155e-05,21.855009035552655
611,DJT-USD,VET-USD,0.0013645051383198979,17.342033971045957
612,DJT-USD,FLR-USD,0.0033210731924049877,12.376850379542919
613,DJT-USD,TRUMPWIN-USD,-5.6402437827443455e-05,17.352628741391477
614,DJT-USD,TRY-USD,0.008696505561690937,16.517966245738034
615,SC-USD,TAO-USD,-7.5286594321749265e-06,12.441340137629219
616,SC-USD,THETA-USD,0.006540159006497209,11.772595538881928
617,SC-USD,FTM-USD,0.05560401527431868,9.161744836796545
618,SC-USD,NOT-USD,0.5278678457659092,12.079218902538459
619,BOME-USD,PONKE-USD,0.03919281045963363,9.896699229122792
620,BOME-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-26081.5194195476,4.7912314174242905
621,USA-USD,TAO-USD,2.0684804204677038e-08,2.3111374607820947
622,USA-USD,THETA-USD,-1.792987772304422e-05,2.3683790479315037
623,USA-USD,FTM-USD,-0.00015114070602408947,2.7264737767131284
624,USA-USD,NOT-USD,-0.0014487639742493097,2.333108621170793
625,PONKE-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-574312.0547539038,6.238086641538963
626,MEW-USD,OKB-USD,-0.0003811821404202168,12.835746436568135
627,TON-USD,DAI-USD,33.88600909374858,13.630580458367499
628,TON-USD,KAS-USD,4.097440628435358,14.334319055180039
629,TON-USD,XMR-USD,0.003632082972969428,17.56474787086262
630,TON-USD,RENDER-USD,0.425861416760853,7.854656454069159
631,TON-USD,HBAR-USD,-18.377047064034436,16.05904470276105
632,TON-USD,OKB-USD,-0.11336446033529948,10.64421670861094
633,TON-USD,STX-USD,1.263581878598535,20.18223291570115
634,TON-USD,WIF-USD,-0.011726478561250336,17.71894130398463
635,TON-USD,IMX-USD,3.460471953405821,17.34417022517617
636,TON-USD,VET-USD,77.0842714280665,11.950019464342594
637,TON-USD,TAO-USD,-0.000432923479621754,17.23364040302586
638,TON-USD,AR-USD,0.03720592214685501,13.63058045836755
639,TON-USD,THETA-USD,0.38044929681494843,17.242149789798475
640,TON-USD,FTM-USD,3.365580552649037,17.247191800875132
641,TON-USD,RUNE-USD,0.15567549071401243,21.863981173606348
642,TON-USD,NOT-USD,30.52950642897816,17.237582145510615
643,TON-USD,QNT-USD,0.03293655929769047,9.42519054634808
644,TON-USD,FLR-USD,113.71152446830422,15.201897133664145
645,TON-USD,TRUMPWIN-USD,-1.3943048417751187,16.808905026522755
646,TON-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",327332.14243544044,17.55427690177604
647,TON-USD,TRY-USD,416.5027142851777,14.473190354478827
648,ICP-USD,OKB-USD,-0.1994935117319733,14.041924151680844
649,ICP-USD,QNT-USD,0.06531997420580801,10.086587857027945
650,ICP-USD,TRUMPWIN-USD,-3.8114950096437865,16.169519464270437
651,RENDER-USD,OKB-USD,-0.23180452862165885,13.893499626047362
652,RENDER-USD,WIF-USD,0.14211291923048897,21.85634965713164
653,RENDER-USD,IMX-USD,3.7450545860845232,20.077151234351387
654,RENDER-USD,VET-USD,140.98079588493277,16.264781744123873
655,RENDER-USD,TAO-USD,-0.00045070580707558,20.180591062779616
656,RENDER-USD,THETA-USD,0.39501120238510146,20.18129660906213
657,RENDER-USD,FTM-USD,3.456614968841584,20.160864816739437
658,RENDER-USD,NOT-USD,31.743094292208326,20.180659144233022
659,RENDER-USD,FLR-USD,197.52539324489265,19.20301287319627
660,RENDER-USD,EGO-USD,684.5503832255806,19.72060762925442
661,RENDER-USD,TRUMPWIN-USD,-2.3078004229542075,19.89242996843145
662,RENDER-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",167354.8706811145,20.436239403857265
663,RENDER-USD,TRY-USD,844.989746149271,17.355486509339887
664,CRO-USD,OKB-USD,-1.5157146371347352e-16,11.798244612594122
665,OKB-USD,STX-USD,-4.8953468924111005,10.258595469515715
666,OKB-USD,WIF-USD,1.9218211271747887,8.486887758832975
667,OKB-USD,IMX-USD,-13.778040097847985,11.2838084453853
668,OKB-USD,VET-USD,-515.2101913675842,7.092837440269435
669,OKB-USD,INJ-USD,-0.2850008184676628,12.223478465826892
670,OKB-USD,GRT-USD,0.8752375291822929,11.740035159663602
671,OKB-USD,TAO-USD,0.003920337035275874,11.194765244164138
672,OKB-USD,AR-USD,-0.23544456861034202,9.181646571698478
673,OKB-USD,FLOKI-USD,-14769.74074933406,12.515807702312246
674,OKB-USD,THETA-USD,-3.405603321644791,11.187401163161002
675,OKB-USD,FTM-USD,-28.95422250850588,11.148396985293362
676,OKB-USD,AAVE-USD,-0.0038156145335886092,11.858857570980788
677,OKB-USD,RUNE-USD,0.8386612479507507,10.563359097679
678,OKB-USD,ALGO-USD,-135.06368651865574,9.71025589464455
679,OKB-USD,NOT-USD,-274.8722908945734,11.190795316632554
680,OKB-USD,FLR-USD,-708.1941341547731,8.479690168334725
681,OKB-USD,STRK-USD,0.3254399603839495,11.739820011918805
682,OKB-USD,ENS-USD,-0.34213645995079056,12.505398765406447
683,OKB-USD,EGO-USD,-2257.8357096923737,11.122507622491968
684,OKB-USD,TRUMPWIN-USD,14.387500681542447,10.154850489721431
685,OKB-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-4837432.071474404,11.010805980787584
686,OKB-USD,TRY-USD,-3452.194778802439,7.2136931934900375
687,STX-USD,TRY-USD,196.73480671645896,12.623104042816326
688,IMX-USD,TAO-USD,-5.085166803657864e-05,4.823344010997744
689,IMX-USD,THETA-USD,0.04417492884370425,4.8212039214693805
690,IMX-USD,FTM-USD,0.375572431148504,4.814796693308792
691,IMX-USD,NOT-USD,3.5654369415820426,4.822099683856395
692,IMX-USD,EGO-USD,158.06552015770978,0.7131820027987413
693,IMX-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",41342.51025168656,5.140161608620661
694,VET-USD,TRY-USD,4.907755840429715,16.392628842854
695,INJ-USD,TAO-USD,0.004686342549534895,16.12013165581943
696,INJ-USD,FLOKI-USD,130213.05976754808,6.775739723981973
697,INJ-USD,THETA-USD,-4.068729477926891,16.09690187124645
698,INJ-USD,FTM-USD,-34.52861395070171,16.046790053130504
699,INJ-USD,AAVE-USD,0.11565760464909972,11.92500781452356
700,INJ-USD,NOT-USD,-328.4399134456381,16.110644673190677
701,INJ-USD,FLOW-USD,85.57233836912222,9.948477074077362
702,INJ-USD,ENS-USD,1.5822867186500915,5.200182403455318
703,INJ-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-6913022.298848263,14.876936587181625
704,GRT-USD,FTM-USD,-0.40216253778003636,19.37239734513209
705,GRT-USD,EGO-USD,-13.679207403185968,22.938111588243338
706,GRT-USD,TRY-USD,-6.607606804970157,22.250420863588378
707,TAO-USD,NOT-USD,-70114.45404344126,4.489848011496148
708,FLOKI-USD,THETA-USD,-5.180988204031853e-05,15.806524429282089
709,FLOKI-USD,FTM-USD,-0.0004371187964892009,15.508451674286688
710,FLOKI-USD,NOT-USD,-0.004187261953701666,15.8553555334976
711,FLOKI-USD,ENS-USD,1.1360793988528648e-05,6.1390849831482965
712,FLOKI-USD,EGO-USD,-0.016632577862265643,19.394117445128924
713,FLOKI-USD,TRUMPWIN-USD,0.0001125969034805337,15.889694684696387
714,FLOKI-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-83.76347705835533,13.275294776239205
715,THETA-USD,NOT-USD,80.67796425019675,3.781785200750123
716,THETA-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",1004481.4340588495,11.889191590456967
717,FTM-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",116079.81220658107,9.617705107045063
718,ALGO-USD,NOT-USD,0.09605734248191777,18.590454731020724
719,ALGO-USD,FLR-USD,3.1920501579564373,14.717195267153595
720,ALGO-USD,EGO-USD,10.331064565640407,18.397603498616224
721,ALGO-USD,TRUMPWIN-USD,-0.02773288913981281,17.468965725131973
722,ALGO-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-4272.735056375173,18.725151438297793
723,ALGO-USD,TRY-USD,9.052551848653987,16.74420123609185
724,NOT-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",12453.051643192302,12.120886416516774
725,QNT-USD,FLR-USD,2897.5623795946785,15.13065482596069
726,QNT-USD,EGO-USD,11319.581245716112,23.15651926111887
727,QNT-USD,TRUMPWIN-USD,-74.03476271808276,18.217292764495454
728,QNT-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",26684157.920902535,21.6856837924737
729,QNT-USD,TRY-USD,9957.745149982857,20.337865201478532
730,FLR-USD,TRY-USD,1.9001383651247767,11.033542907448508
731,FLOW-USD,EGO-USD,-6.67056609884844,3.267355402264501
732,FLOW-USD,TRY-USD,7.318451369482765,3.1953605896474406
733,ENS-USD,EGO-USD,-360.39599622066044,20.23829039130208
734,ENS-USD,TRUMPWIN-USD,6.995019130749602,17.895724138622857
735,ENS-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",-6070102.108460149,15.13095249721731
736,EGO-USD,"BUFFI,UNISWAP_V3,0X4C1B1302220D7DE5C22B495E78B72F2DD2457D45-USD",250.4420462165781,4.982862641026994
